"SampleID","Project","Amplicon","Tree_Species","BurnYear","Latitude","Longitude","Field_Office","BLM_Fire_Name","Tracking_Number","alpha-pinene","para-cymene","alpha-terpineol","cedr-9-ene","alpha-cedrene","beta-cedrene","cis-thujopsene","alpha-himachalene","beta-chamigrene","cuparene","compound 1","alpha-chamigrene","widdrol","cedrol","beta-acorenol","alpha-acorenol","gamma-eudesmol","beta-eudesmol","alpha-eudesmol","cedr-8-en-13-ol","cedr-8-en-15-ol","compound 2","thujopsenal","Yield_percent","Bolt_Surface_Area_cm2","Raw_Exit_Holes_per_cm2","Raw_Exit_Holes","Living_Larvae","ChemTotal","ChemMean","YearsSinceBurn","SampleType","Pre_or_PostDentalChew","DogAgeMonths","OtherDogVariables","DogGender","DogBreed","DogSize","DogActivityLevel","DogDisposition","DogFixed","DogHealthProblems","DogHealthHistory","DogVaccinationsCurrent","DogFoodBrand","DogOralIssues","DogDentalChewUse","DogOtherAnimals","DogOtherAnimalType","DogCollectionCity"
"DM072-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",60,,"F","BOXER","R","Light","Friendly","Y","N","NA","Y","PMI_Nutrition","N","N","Y","Dog_Cat","Elk_Ridge"
"DM072-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",60,,"F","BOXER","R","Light","Friendly","Y","N","NA","Y","PMI_Nutrition","N","N","Y","Dog_Cat","Elk_Ridge"
"DM071-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",24,,"M","Unknown_mix","R","Moderate","Happy","Y","N","NA","Y","Ol_Roy","N","N","Y","Dogs","Pleasant_Grove"
"DM071-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",24,,"M","Unknown_Mix","Regular","Moderate","Happy","Y","N","NA","Y","Ol_Roy","N","N","Y","Dogs","Pleasant_Grove"
"DM070-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",24,,"M","GOLDEN_RETRIEVER,POODLE","R","Light","Mellow","Y","N","NA","Y","Lifes_Abundance","N","N","N","NA","Elk_Ridge"
"DM070-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",24,,"M","GOLDEN_RETRIEVER,POODLE","R","Light","Mellow","Y","N","NA","Y","Lifes_Abundance","N","N","N","NA","Elk_Ridge"
"DM054-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",72,,"F","BORDER_COLLIE","R","Very_Active","Aggressive","Y","N","NA","Unknown","Pedigree","N","N","Y","Dogs","Wallsburg"
"DM052-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",72,,"F","BORDER_COLLIE","R","Very_Active","Aggressive","Y","N","NA","Unknown","Pedigree","N","N","Y","Dogs","Wallsburg"
"DM052-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",60,,"F","WEST_HIGHLAND_WHITE_TERRIER_YORKSHIRE_TERRIER","S","Very_Active","Sweet","Y","N","NA","Y","Unknown","N","N","Y","Dog","Orem"
"DM050-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",60,,"F","WEST_HIGHLAND_WHITE_TERRIER_YORKSHIRE_TERRIER","S","Very_Active","Sweet","Y","N","NA","Y","Unknown","N","N","Y","Dog","Orem"
"DM050-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",12,,"F","DACHSHUND,MINIATURE_PINSCHER","S","Light","Calm","Y","N","NA","Y","Purina","N","N","Y","Dog","Spanish_Fork"
"DM046-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",12,,"F","DACHSHUND,MINIATURE_PINSCHER","S","Light","Calm","Y","N","NA","Y","Purina","N","N","Y","Dog","Spanish_Fork"
"DM046-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",8,,"F","AUSTRALIAN_SHEPHERD","S","Very_Active","Happy","Y","N","NA","Y","Natures_Domain","N","Y","N","NA","Sandy"
"DM043-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",8,,"F","AUSTRALIAN_SHEPHERD","S","Very_Active","Happy","Y","N","NA","Y","Natures_Domain","N","Y","N","NA","Sandy"
"DM043-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",60,,"M","WEST_HIGHLAND_WHITE_TERRIER_YORKSHIRE_TERRIER","S","Very_Active","Happy","Y","N","NA","Y","Unknown","N","N","Y","Dog","Orem"
"DM042-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",60,,"M","WEST_HIGHLAND_WHITE_TERRIER_YORKSHIRE_TERRIER","S","Very_Active","Happy","Y","N","NA","Y","Unknown","N","N","Y","Dog","Orem"
"DM042-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",108,,"F","AUSTRALIAN_SHEPHERD","S","Light","Shy","Y","N","NA","Y","Kirkland_ Natures_Domain","N","N","Y","Dogs","Eagle_Mountain"
"DM039-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",108,,"F","AUSTRALIAN_SHEPHERD","S","Light","Shy","Y","N","NA","Y","Kirkland_ Natures_Domain","N","N","Y","Dogs","Eagle_Mountain"
"DM039-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",72,,"F","JACK_RUSSELL_TERRIER","S","Light","Sedentary","Y","N","NA","Y","Purina","Y","N","Y","Dog","Elk_Ridge"
"DM038-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",72,,"F","JACK_RUSSELL_TERRIER","S","Light","Sedentary","Y","N","NA","Y","Purina","Y","N","Y","Dog","Elk_Ridge"
"DM038-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",12,,"M","AUSTRALIAN_SHEPHERD_POODLE","S","Very_Active","Energetic","N","N","NA","Y","Natures_Domain","N","N","N","NA","Orem"
"DM035-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",12,,"M","AUSTRALIAN_SHEPHERD_POODLE","S","Very_Active","Energetic","N","N","NA","Y","Natures_Domain","N","N","N","NA","Orem"
"DM035-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",24,,"F","AMERICAN_STAFFORDSHIRE_TERRIER_DACHSHUND","S","Moderate","Hyper","Y","N","NA","Y","Simply_Nourish","N","Y","Y","Dogs","Lehi"
"DM034-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",24,,"F","AMERICAN_STAFFORDSHIRE_TERRIER_DACHSHUND","S","Moderate","Hyper","Y","N","NA","Y","Simply_Nourish","N","Y","Y","Dogs","Lehi"
"DM029-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",60,,"M","DACHSHUND","S","Moderate","Calm","Y","Y","Heart_Murmur_Alopecia","Y","Simply_Nourish","Yes","Yes","Y","Dogs","Lehi"
"DM029-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",60,,"M","DACHSHUND","S","Moderate","Calm","Y","Y","Heart_Murmur_Alopecia","Y","Simply_Nourish","Yes","Yes","Y","Dogs","Lehi"
"DM027-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",108,,"F","SHIH_TZU","M","Sedentary","Calm","Y","N","NA","Y","Merrick","N","N","Y","Dogs","Wallsburg"
"DM025-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",108,,"F","SHIH_TZU","M","Sedentary","Calm","Y","N","NA","Y","Merrick","N","N","Y","Dogs","Wallsburg"
"DM025-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",36,,"F","CHIHUAHUA_MINIATURE_PINSCHER","M","Extremely_Active","Hyper","N","N","NA","Unknown","Purina","N","N","Y","Dog","Lindon"
"DM023-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",36,,"F","CHIHUAHUA_MINIATURE_PINSCHER","M","Extremely_Active","Hyper","N","N","NA","Unknown","Purina","N","N","Y","Dog","Lindon"
"DM023-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",6,,"M","DACHSHUND","M","Light","Calm","N","N","NA","Unknown","Purina","N","N","Y","Dog","Spanish_Fork"
"DM022-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",6,,"M","DACHSHUND","M","Light","Calm","N","N","NA","Unknown","Purina","N","N","Y","Dog","Spanish_Fork"
"DM021-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",144,,"F","DACHSHUND","M","Light","Calm","Y","Y","Heart_Murmur","Y","Kirkland_ Natures_Domain","Y","N","Y","Dogs","Eagle_Mountain"
"DM021-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",144,,"F","DACHSHUND","M","Light","Calm","Y","Y","Heart_Murmur","Y","Kirkland_ Natures_Domain","Y","N","Y","Dogs","Eagle_Mountain"
"DM020-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",48,,"F","CHIHUAHUA_DACHSHUND","M","Moderate","Friendly","Y","N","NA","Y","Kirkland","N","Y","Y","Dog","Spanish_Fork"
"DM020-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",48,,"F","CHIHUAHUA_DACHSHUND","M","Moderate","Friendly","Y","N","NA","Y","Kirkland","N","Y","Y","Dog","Spanish_Fork"
"DM018-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",108,,"F","CHIHUAHUA","M","Light","Protective","Y","Y","Patella_Luxation","Y","Natures_Recipe","Y","Y","N","NA","Orem"
"DM018-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",108,,"F","CHIHUAHUA","M","Light","Protective","Y","Y","Patella_Luxation","Y","Natures_Recipe","Y","Y","N","NA","Orem"
"DM015-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",36,,"M","YORKSHIRE_TERRIER","M","Light","Hyper","Y","N","NA","N","Freshpet","N","N","Y","Cat","Orem"
"DM015-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",36,,"M","YORKSHIRE_TERRIER","M","Light","Hyper","Y","N","NA","N","Freshpet","N","N","Y","Cat","Orem"
"DM012-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",16,,"F","SHIH_TZU","M","Light","Hyper","Y","Y","Frequent_UTI","Y","IAMS","N","N","N","NA","Provo"
"DM012-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",16,,"F","SHIH_TZU","M","Light","Hyper","Y","Y","Frequent_UTI","Y","IAMS","N","N","N","NA","Provo"
"DM004-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",72,,"M","SHIH_TZU","M","Light","Friendly","Y","N","NA","Y","Kirkland","N","N","Y","Dog","Santaquin"
"DM004-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",72,,"M","SHIH_TZU","M","Light","Friendly","Y","N","NA","Y","Kirkland","N","N","Y","Dog","Santaquin"
"DM001-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Post",6,,"F","BORDER_COLLIE","M","Extremely_Active","Hyper","N","N","NA","Y","Blue_Buffalo","N","N","Y","Dogs","Pleasant_Grove"
"DM001-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sample","Pre",6,,"F","BORDER_COLLIE","M","Extremely_Active","Hyper","N","N","NA","Y","Blue_Buffalo","N","N","Y","Dogs","Pleasant_Grove"
"DM000-9","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-8","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-7","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-6","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-5","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-4","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-3","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-2","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-12","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","NA","Orem"
"DM000-11","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-10","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
"DM000-1","DogMouth","16S","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Treat","Control","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orem"
